festival_a,festival_b,shared_film_count
Tallinn Black Nights Film Festival,Hawaii International Film Festival,2
Locarno International Film Festival,Helsinki International Film Festival - Love & Anarchy,2
Athens International Film and Video Festival,Nordisk Panorama,2
AFI Fest,Outfest: Los Angeles Gay & Lesbian Film Festival,2
DocumentaMadrid,Camden International Film Festival,2
Adelaide Film Festival,IndieLisboa International Independent Film Festival,2
International Documentary Film Festival Amsterdam,BlackStar Film Festival,2
Edinburgh International Film Festival,Ottawa International Animation Festival,2
Viennale,Tirana International Film Festival,2
Vilnius International Film Festival (Kino Pavasaris),Stockholm International Film Festival,2
Annecy International Animation Festival,Tirana International Film Festival,2
Shorts México,Frameline: San Francisco International LGBTQ Film Festival,2
Toronto Reel Asian Film Festival,Festival du Nouveau Cinéma,2
Academy Awards,Helsinki International Film Festival - Love & Anarchy,2
Hong Kong International Film Festival,Shorts México,2
Valdivia International Film Festival,Athens International Film and Video Festival,2
Tallinn Black Nights Film Festival,San Diego International Film Festival,2
Encounters Short Film and Animation Festival,Swiss Film Award,2
IndieLisboa International Independent Film Festival,Sitges - Catalonian International Film Festival,2
Lima Alterna International Film Festival,Viennale,2
Encounters Short Film and Animation Festival,Champs-Élysées Film Festival,2
Internationale Kurzfilmtage Winterthur,Ji.hlava International Documentary Film Festival,2
Dublin International Film Festival,Rome Independent Film Festival,2
Valdivia International Film Festival,Cinéma du Réel,2
Montreal International Documentary Festival,Riga International Film Festival,2
Dokufest International Documentary and Short Film Festival,Seattle Queer Film Festival,2
Solothurn Film Festival,Swiss Film Award,2
Sundance Film Festival,Seattle Queer Film Festival,2
Cartagena Film Festival,Reykjavik International Film Festival,2
DocumentaMadrid,Go Short - International Short Film Festival Nijmegen,2
Iris Prize LGBTQ+ Film Festival,BFI Flare: London LGBTIQ+ Film Festival,2
Seattle International Film Festival,Athens International Film Festival,2
Göteborg Film Festival,Palm Springs International ShortFest,2
Edinburgh International Film Festival,Leiden Shorts,2
Calgary International Film Festival,Philadelphia Film Festival,2
Palm Springs International ShortFest,Toronto Reel Asian Film Festival,2
Bilbao International Festival of Documentary and Short Films,Berlin International Film Festival,2
Toronto International Film Festival,International Film Festival Rotterdam,2
Calgary International Film Festival,Venice Film Festival,2
New York Film Festival,Mar del Plata International Film Festival,2
Tallinn Black Nights Film Festival,Angers European First Film Festival,2
Brooklyn Film Festival,SXSW Film Festival,2
Festival du Nouveau Cinéma,Munich Film Festival,2
Seattle International Film Festival,Hawaii International Film Festival,2
DocumentaMadrid,FICUNAM,2
Singapore International Film Festival,BFI London Film Festival,2
Helsinki International Film Festival - Love & Anarchy,Rio de Janeiro International Film Festival,2
Transilvania International Film Festival,Athens International Film and Video Festival,2
Valdivia International Film Festival,Dokufest International Documentary and Short Film Festival,2
Krakow Film Festival,Riga International Film Festival,2
Warsaw International Film Festival,Hof International Film Festival,2
Valdivia International Film Festival,Riga International Film Festival,2
Fargo Film Festival,Tallinn Black Nights Film Festival,2
Krakow Film Festival,Calgary International Film Festival,2
Fargo Film Festival,Calgary International Film Festival,2
Tiradentes Film Festival,Rio de Janeiro International Film Festival,2
Krakow Film Festival,Milan Film Festival,2
Hollyshorts Film Festival,Huesca International Film Festival,2
Bilbao International Festival of Documentary and Short Films,Leiden Shorts,2
Chicago International Film Festival,Tirana International Film Festival,2
FEST - New Directors / New Films,Uppsala Short Film Festival,2
Clermont-Ferrand International Short Film Festival,Chicago Underground Film Festival,2
FIRST International Film Festival Xining,BFI London Film Festival,2
Curtacinema - Rio de Janeiro International Short Film Festival,Sarajevo Film Festival,2
Krakow Film Festival,Hot Docs Canadian International Documentary Festival,2
Oberhausen International Short Film Festival,Las Palmas Film Festival,2
Berlin International Film Festival,Beijing International Short Film Festival,2
Philadelphia Film Festival,Curtas Vila do Conde International Film Festival,2
Tacoma Film Festival,Encounters Short Film and Animation Festival,2
Milwaukee International Film Festival,Mar del Plata International Film Festival,2
Internationale Kurzfilmtage Winterthur,La Plata International Independent Film Festival - FestiFreak,2
Festival de Cine Iberoamericano de Huelva,Curtas Vila do Conde International Film Festival,2
Ottawa International Animation Festival,International Film Festival Rotterdam,2
Valdivia International Film Festival,Rio de Janeiro International Film Festival,2
DocumentaMadrid,Bangkok International Film Festival,2
SXSW Film Festival,European Film Awards,2
Singapore International Film Festival,Vancouver International Film Festival,2
Sitges - Catalonian International Film Festival,BFI London Film Festival,2
Festival international du film indépendant de Bordeaux,Côté Court,2
True/False Film Festival,International Film Festival Rotterdam,2
Whistler Film Festival,Stockholm International Film Festival,2
Krakow Film Festival,International Film Festival Rotterdam,2
Encounters Short Film and Animation Festival,Crossroads - San Francisco Cinematheque,2
Hong Kong International Film Festival,Landshut Short Film Festival,2
Guadalajara International Film Festival,Florida Film Festival,2
Hot Docs Canadian International Documentary Festival,Melbourne International Film Festival,2
DMZ International Documentary Film Festival,Reykjavik International Film Festival,2
International Documentary Film Festival Amsterdam,Annecy International Animation Festival,2
Brooklyn Film Festival,Edinburgh International Film Festival,2
Clermont-Ferrand International Short Film Festival,Fargo Film Festival,2
Sitges - Catalonian International Film Festival,São Paulo International Film Festival,2
Off-Courts Trouville,Annecy International Animation Festival,2
Visions du Réel,Raindance Film Festival,2
Montreal International Documentary Festival,DMZ International Documentary Film Festival,2
Go Short - International Short Film Festival Nijmegen,Hong Kong International Film Festival,2
It's All True - International Documentary Festival,Sarajevo Film Festival,2
Montreal International Documentary Festival,Guanajuato International Film Festival,2
Guanajuato International Film Festival,British Independent Film Awards,2
European Film Awards,Annecy International Animation Festival,2
Helsinki International Film Festival - Love & Anarchy,Karlovy Vary International Film Festival,2
European Film Awards,Cinéma du Réel,2
Oberhausen International Short Film Festival,Beijing International Short Film Festival,2
ARKIPEL International Documentary and Experimental Film Festival,Cannes Film Festival,2
SXSW Film Festival,Reykjavik International Film Festival,2
DOK Leipzig,San Francisco International Film Festival,2
Annecy International Animation Festival,São Paulo International Film Festival,2
Dublin International Film Festival,Dokufest International Documentary and Short Film Festival,2
Raindance Film Festival,Vancouver International Film Festival,2
Sundance Film Festival,Telluride Film Festival,2
Warsaw International Film Festival,Calgary International Film Festival,2
Ghent Film Festival,Philadelphia Film Festival,2
Ghent Film Festival,Mill Valley Film Festival,2
Diagonale: Festival of Austrian Film,European Film Awards,2
FICUNAM,Locarno International Film Festival,2
Locarno International Film Festival,Reykjavik International Film Festival,2
Galway Film Fleadh,Rhode Island International Film Festival,2
Angers European First Film Festival,Brussels Short Film Festival,2
Calgary International Film Festival,Sitges - Catalonian International Film Festival,2
Rendez-vous Québec Cinéma,Calgary International Film Festival,2
DOK Leipzig,Ji.hlava International Documentary Film Festival,2
Ann Arbor Film Festival,Tirana International Film Festival,2
Nordic International Film Festival,Helsinki International Film Festival - Love & Anarchy,2
25FPS Festival,European Film Awards,2
Tallinn Black Nights Film Festival,Rio de Janeiro International Film Festival,2
Cannes Film Festival,Thessaloniki Film Festival,2
Irish Film and Television Awards,Belfast Film Festival,2
Gijón International Film Festival,Melbourne International Film Festival,2
Chicago International Film Festival,Mumbai Film Festival,2
Nordic International Film Festival,Milwaukee International Film Festival,2
Huesca International Film Festival,Guanajuato International Film Festival,2
Internationale Kurzfilmtage Winterthur,Stockholm International Film Festival,2
Curtacinema - Rio de Janeiro International Short Film Festival,FICUNAM,2
Chéries-Chéris,Sicilia Queer filmfest,2
Outfest: Los Angeles Gay & Lesbian Film Festival,Inside Out Toronto LGBT Film Festival,2
Reykjavik International Film Festival,Annecy International Animation Festival,2
DocumentaMadrid,Cinéma du Réel,2
Landshut Short Film Festival,Bergen International Film Festival,2
Singapore International Film Festival,Busan International Film Festival,2
Encounters Short Film and Animation Festival,Gaudí Awards,2
Seattle International Film Festival,British Independent Film Awards,2
Internationale Kurzfilmtage Winterthur,Havana Film Festival,2
AFI Fest,Vienna Shorts,2
Bucharest Short Film Festival,Curtas Vila do Conde International Film Festival,2
Ghent Film Festival,Rome Independent Film Festival,2
Clermont-Ferrand International Short Film Festival,MIX Copenhagen LGBTQ+ Film Festival,2
Go Short - International Short Film Festival Nijmegen,Athens International Film and Video Festival,2
RiverRun International Film Festival,Guanajuato International Film Festival,2
Valladolid International Film Festival,Ottawa International Animation Festival,2
